name,age,sex,major,gpa,hobbies,country,id,province,level
Alicia Hernandez,21,Female,Dance,2.7800000000000002,"['glassblowing', 'whittling']",Canada,id_12391,Quebec,Freshman
Jacqueline Green,24,Female,Civil Engineering,4.02,"['fencing', 'web development']",USA,id_12392,Texas,Freshman
Jay Boyer,22,Male,Marine Biology,2.58,"['stargazing', 'scrapbooking']",USA,id_12393,North Carolina,Junior
Robert Jackson,24,Male,Molecular Biology,3.54,"['card games', 'collecting (e.g., stamps, coins, comic books)']",Canada,id_12394,Ontario,Freshman
Marie Mcdaniel,19,Female,Classics,2.84,"['dodgeball', 'stargazing']",USA,id_12395,California,Sophomore
Michelle Stevens,20,Female,Electrical Engineering,3.9699999999999998,"['callisthenics', 'podcasting']",Canada,id_12396,British Columbia,Senior
Megan Lowery,22,Female,Linguistics,2.94,"['stargazing', 'gaming']",Canada,id_12397,Quebec,Freshman
Michele Serrano,21,Female,Forensic Science,2.59,"['board games', 'hiking']",USA,id_12398,Arkansas,Sophomore
William Hill,21,Male,Culinary Arts,2.44,"['glassblowing', 'digital art']",Canada,id_12399,Quebec,Sophomore
Christie Cisneros,24,Female,Accounting,3.08,"['puzzle solving', 'handball']",Canada,id_12400,Ontario,Senior
Patricia Cohen,19,Female,Computer Engineering,3.68,"['digital art', 'soap making']",USA,id_12401,Texas,Senior
Brian Dean,20,Male,Electrical Engineering,2.75,"['ice skating', 'philanthropy']",Canada,id_12402,Alberta,Sophomore
Kevin Jordan,23,Male,Physics,3.8,"['freerunning', 'singing']",Canada,id_12403,Ontario,Freshman
William Leonard,21,Male,Forensic Science,2.06,"['glassblowing', 'kickboxing']",USA,id_12404,California,Junior
Jordan Wright,18,Male,Microbiology,2.36,"['photography', 'drone piloting']",USA,id_12405,New Mexico,Junior
Jamie Garcia,20,Female,Early Childhood Education,2.61,"['stone carving', 'vlogging']",USA,id_12406,Missouri,Sophomore
Charles Hess,24,Male,Marine Biology,3.42,"['bouldering', 'graphic design']",Canada,id_12407,Ontario,Freshman
William Carrillo,24,Male,Mechanical Engineering,2.15,"['scrapbooking', 'rafting']",USA,id_12408,Massachusetts,Junior
Rebecca Rowe,22,Female,Neuroscience,2.54,"['urban exploration', 'jogging']",USA,id_12409,Wisconsin,Senior
Patricia Swanson,21,Female,International Relations,2.39,"['homebrewing', 'writing']",USA,id_12410,New York,Junior
Christopher Martinez,18,Male,Culinary Arts,2.12,"['wine tasting', 'whittling']",Canada,id_12411,Ontario,Sophomore
Leah Lowery,19,Female,Anthropology,3.26,"['gardening', 'upcycling']",Canada,id_12412,Quebec,Freshman
David Short,23,Male,Anthropology,2.62,"['model building', 'writing']",USA,id_12413,Iowa,Freshman
Angela Miranda,24,Female,Botany,2.95,"['biking', 'urban exploration']",Canada,id_12414,Ontario,Junior
Mary Nichols,24,Female,Botany,2.77,"['soap making', 'fitness training']",USA,id_12415,Texas,Freshman
Robert Dudley,24,Male,Molecular Biology,2.06,"['baking', 'bird training']",USA,id_12416,Massachusetts,Sophomore
Darren Mueller,21,Male,Botany,3.16,"['archery', 'surfing']",USA,id_12417,Kansas,Freshman
Kari Zimmerman,23,Female,Kinesiology,3.46,"['soap making', 'jewelry making']",USA,id_12418,Hawaii,Senior
Elizabeth Bryant,21,Female,Business Administration,3.41,"['writing', 'meditation']",Canada,id_12419,Quebec,Senior
Michael King,19,Male,Chemical Engineering,2.48,"['roller skating', 'painting']",USA,id_12420,New York,Junior
Emily Wolfe,18,Female,Computer Engineering,2.7,"['philately', 'painting']",Canada,id_12421,British Columbia,Junior
Lawrence Lopez,22,Male,Microbiology,3.02,"['hiking', 'knitting']",Canada,id_12422,Alberta,Senior
Nicole Walker,19,Female,Marine Biology,3.95,"['photography', 'origami']",USA,id_12423,Maryland,Sophomore
Jessica Smith,19,Female,Marine Biology,3.96,"['video editing', 'bird training']",Canada,id_12424,Ontario,Sophomore
Donna Campbell,20,Female,Interior Design,2.93,"['astronomy', 'metal detecting']",Canada,id_12425,Ontario,Sophomore
Robert Perez,21,Male,Kinesiology,2.11,"['wine tasting', 'martial arts']",Canada,id_12426,Ontario,Freshman
Carol Tran,22,Female,Classics,3.42,"['bird training', 'makeup artistry']",USA,id_12427,Utah,Sophomore
Kyle Patton,19,Male,Public Health,3.83,"['geocaching', 'kickboxing']",USA,id_12428,Texas,Senior
Sean Nguyen,22,Male,Dance,2.21,"['upcycling', 'metal detecting']",Canada,id_12429,Quebec,Sophomore
Daniel Johnson,22,Male,Drama,3.76,"['vlogging', 'birdwatching']",USA,id_12430,Illinois,Freshman
Mary Maldonado,24,Female,Early Childhood Education,2.8200000000000003,"['rafting', 'leatherworking']",Canada,id_12431,Ontario,Junior
Valerie Shelton,18,Female,Graphic Design,2.39,"['camping', 'sports']",Canada,id_12432,Alberta,Sophomore
Jennifer Davis,18,Female,Microbiology,2.7800000000000002,"['magic', 'astronomy']",USA,id_12433,North Carolina,Sophomore
Monica Simpson,24,Female,Dentistry,3.73,"['volunteering', 'sailing']",USA,id_12434,California,Sophomore
Samantha Rodriguez,23,Female,Theater,3.84,"['card games', 'photography']",Canada,id_12435,British Columbia,Freshman
Kyle Smith,18,Male,Graphic Design,4.17,"['dodgeball', 'camping']",Canada,id_12436,Alberta,Junior
John Harris,24,Male,Ecology,2.67,"['meditation', 'mountain biking']",USA,id_12437,Pennsylvania,Junior
Destiny Sims,18,Female,Environmental Science,3.88,"['puzzle solving', 'calligraphy']",Canada,id_12438,Quebec,Freshman
Nicole Cole,18,Female,Business Administration,2.19,"['geocaching', 'martial arts']",USA,id_12439,Oregon,Sophomore
Robert Berg,21,Male,Political Science,3.39,"['podcasting', 'bird watching']",Canada,id_12440,Ontario,Sophomore
Ashley Anderson,24,Female,Nutrition Science,3.5,"['model building', 'birdwatching']",USA,id_12441,Pennsylvania,Junior
Jeffery Meza,22,Male,Earth Science,4.17,"['weightlifting', 'rafting']",USA,id_12442,Nevada,Sophomore
Melissa Reed,19,Female,Journalism,3.45,"['biking', 'digital art']",Canada,id_12443,Alberta,Sophomore
Ernest Moore,20,Male,Graphic Communication,3.13,"['gardening', 'archery']",USA,id_12444,Texas,Senior
Clarence Murphy,18,Male,Theater,3.09,"['fishing', 'disc golf']",USA,id_12445,Texas,Junior
Daniel Rosario,24,Male,Nutrition Science,2.23,"['programming', 'pottery']",Canada,id_12446,Ontario,Junior
Megan Barker,18,Female,Social Work,3.14,"['meditation', 'baking']",USA,id_12447,Wisconsin,Sophomore
Katherine Hernandez,21,Female,Biology,3.1,"['painting', 'web development']",USA,id_12448,Maryland,Senior
Timothy Alvarez,22,Male,Hospitality Management,3.45,"['painting', 'tai chi']",USA,id_12449,Massachusetts,Senior
Melissa Perry,21,Female,Dentistry,2.55,"['roller skating', 'DIY projects']",Canada,id_12450,Saskatchewan,Senior
Jennifer Collins,19,Female,Molecular Biology,2.05,"['snowboarding', 'board games']",USA,id_12451,Michigan,Senior
Brian Taylor,20,Male,Dance,3.07,"['zumba', 'mountain biking']",Canada,id_12452,Alberta,Senior
Joseph Ford,24,Male,Drama,3.19,"['handball', 'birdwatching']",USA,id_12453,California,Junior
Julia Martinez,23,Female,Philosophy,3.41,"['water polo', 'music']",USA,id_12454,Illinois,Junior
Mark Garner,21,Male,Information Systems,2.18,"['graphic design', 'sailing']",USA,id_12455,California,Junior
Robert Rhodes,19,Male,Art History,3.43,"['baking', 'windsurfing']",USA,id_12456,Georgia,Freshman
Pamela Mendez,22,Female,Sociology,3.64,"['archery', 'spelunking']",USA,id_12457,Texas,Sophomore
Matthew Mitchell,21,Male,Neuroscience,3.49,"['calligraphy', 'collecting (e.g., stamps, coins, comic books)']",Canada,id_12458,Ontario,Senior
Mallory Mahoney,18,Female,Earth Science,2.71,"['cycling', 'homebrewing']",USA,id_12459,Arizona,Senior
Heather Hansen,20,Female,Sociology,4.24,"['bird training', 'poetry']",USA,id_12460,Texas,Junior
Shawn Lambert,23,Male,Health Science,2.7199999999999998,"['calligraphy', 'whittling']",USA,id_12461,Arizona,Senior
Lynn Taylor,21,Female,Social Work,3.07,"['metal detecting', 'jewelry making']",Canada,id_12462,Quebec,Junior
Debra Wilson,19,Female,Earth Science,2.49,"['sailing', 'cosplay']",USA,id_12463,Georgia,Junior
Paul Stokes,24,Male,Electrical Engineering,3.77,"['calligraphy', 'callisthenics']",USA,id_12464,Georgia,Sophomore
Charles Gilbert,23,Male,Geology,2.65,"['yoga', 'geocaching']",USA,id_12465,Kentucky,Freshman
Brittney Blackwell,21,Female,Architecture,2.37,"['metal detecting', 'writing']",Canada,id_12466,Alberta,Senior
Erin Hampton,18,Female,Marine Biology,3.63,"['tai chi', 'sailing']",Canada,id_12467,Quebec,Senior
Anthony Morris,20,Male,Environmental Science,3.51,"['ice skating', 'horseback riding']",Canada,id_12468,Ontario,Senior
Lisa Waters,18,Female,Forensic Science,3.26,"['bird watching', 'animation']",USA,id_12469,Texas,Senior
Kimberly Armstrong,20,Female,Neuroscience,3.55,"['meditation', 'philately']",Canada,id_12470,Saskatchewan,Freshman
Cindy Kelly,21,Female,Graphic Design,2.66,"['fishing', 'rafting']",USA,id_12471,Florida,Junior
Gloria Richardson,22,Female,Anthropology,3.35,"['card games', 'video editing']",Canada,id_12472,Nova Scotia,Sophomore
Brent Baxter,18,Male,Ecology,2.65,"['board games', 'table tennis']",Canada,id_12473,Ontario,Senior
Ryan Goodman,22,Male,Meteorology,2.29,"['kickboxing', 'sports']",Canada,id_12474,Ontario,Freshman
Beth Williams,23,Female,Graphic Design,2.99,"['cosplay', 'animation']",Canada,id_12475,Ontario,Sophomore
Arthur Herman,19,Male,Architecture,2.15,"['urban exploration', 'poetry']",USA,id_12476,Pennsylvania,Freshman
Carmen Turner,22,Female,Geography,3.35,"['roller skating', 'gaming']",Canada,id_12477,Quebec,Sophomore
Barbara Barton,22,Female,Social Work,3.62,"['skydiving', 'gardening']",Canada,id_12478,Quebec,Sophomore
Angela Stevens,23,Female,Linguistics,3.4,"['mountain biking', 'digital art']",USA,id_12479,New Jersey,Freshman
Daniel Pierce,24,Male,Sociology,2.41,"['knitting', 'bouldering']",USA,id_12480,Washington,Senior
Vicki Hicks,21,Female,Film Studies,2.02,"['mountain biking', 'yoga']",Canada,id_12481,New Brunswick,Sophomore
Richard Sanchez,19,Male,Electrical Engineering,3.18,"['volunteering', 'soap making']",Canada,id_12482,Saskatchewan,Sophomore
Bryan Johnson,19,Male,Industrial Design,3.33,"['gardening', 'cycling']",USA,id_12483,New York,Junior
Jonathan Johnson,20,Male,Interior Design,4.1,"['drawing', 'bird training']",USA,id_12484,Washington,Senior
Spencer Robinson,18,Male,Architecture,3.8,"['gardening', 'cycling']",USA,id_12485,North Carolina,Freshman
Gavin Delgado,23,Male,Health Science,2.45,"['windsurfing', 'snorkeling']",USA,id_12486,Indiana,Sophomore
David Davis,24,Male,Elementary Education,2.77,"['martial arts', 'flying planes']",USA,id_12487,Wisconsin,Senior
Russell Barron,21,Male,Veterinary Science,2.9,"['tarot reading', 'scrapbooking']",Canada,id_12488,Quebec,Junior
Laura Dean,24,Female,Geography,2.05,"['geocaching', 'cycling']",USA,id_12489,California,Junior
Courtney Neal,24,Female,Film Studies,3.76,"['origami', 'scrapbooking']",Canada,id_12490,British Columbia,Sophomore
Shannon Ramirez,21,Female,Social Work,2.38,"['fishing', 'flying planes']",Canada,id_12491,Ontario,Sophomore
Adam Allen,21,Male,Computer Science,2.87,"['kickboxing', 'writing']",Canada,id_12492,Ontario,Senior
Mr. Zachary Mason,18,Male,Biology,2.38,"['knitting', 'geocaching']",Canada,id_12493,Saskatchewan,Senior
Brandon Davidson,20,Male,Art History,2.67,"['bird training', 'yoga']",Canada,id_12494,British Columbia,Sophomore
Christopher Cook,24,Male,Criminology,3.63,"['digital art', 'drawing']",USA,id_12495,Indiana,Freshman
Tammy Parrish,20,Female,Graphic Design,2.93,"['geocaching', 'callisthenics']",Canada,id_12496,Quebec,Freshman
Jorge Ramos,22,Male,Business Administration,4.12,"['drone piloting', 'philately']",USA,id_12497,Pennsylvania,Sophomore
Nicole Nunez,20,Female,Political Science,2.8200000000000003,"['surfing', 'digital art']",Canada,id_12498,Quebec,Sophomore
Robin Ford,21,Female,Nursing,3.08,"['disc golf', 'card games']",Canada,id_12499,Quebec,Freshman
Paul Kelley,23,Male,Geology,3.43,"['freerunning', 'mountain biking']",USA,id_12500,Illinois,Sophomore
Barbara Cross,24,Female,Health Science,2.76,"['yoga', 'dancing']",Canada,id_12501,Ontario,Junior
Taylor Yang,23,Female,Aerospace Engineering,2.22,"['zumba', 'writing']",USA,id_12502,Florida,Junior
Michelle Dillon,19,Female,Graphic Design,3.61,"['flying planes', 'collecting (e.g., stamps, coins, comic books)']",Canada,id_12503,Quebec,Freshman
Michael Lara,20,Male,Art Therapy,2.74,"['astrology', 'tai chi']",USA,id_12504,California,Senior
Gregory Norton,22,Male,Health Science,2.56,"['fitness training', 'programming']",Canada,id_12505,Ontario,Freshman
Greg Mcdonald,20,Male,Mechanical Engineering,2.26,"['playing musical instruments', 'jewelry making']",USA,id_12506,California,Senior
Michelle Johnson,18,Female,Neuroscience,2.5700000000000003,"['philately', 'graphic design']",Canada,id_12507,Manitoba,Senior
Kyle Friedman,23,Male,Information Systems,3.04,"['stone carving', 'fishing']",Canada,id_12508,Ontario,Sophomore
Stephanie Haney,22,Female,Music,3.55,"['ice skating', 'flying planes']",Canada,id_12509,Quebec,Senior
Melissa Goodman,21,Female,Linguistics,3.23,"['stargazing', 'spelunking']",USA,id_12510,North Carolina,Freshman
Robert Curry,22,Male,Microbiology,3.47,"['board games', 'mountain biking']",USA,id_12511,Nevada,Freshman
Juan Anderson,21,Male,Hospitality Management,3.49,"['drawing', 'rock climbing']",Canada,id_12512,Ontario,Junior
Mary Myers,20,Female,Biology,2.98,"['skydiving', 'vlogging']",USA,id_12513,Florida,Senior
Morgan Rios,22,Female,International Relations,2.8200000000000003,"['numismatics', 'podcasting']",USA,id_12514,Texas,Senior
Kristen Russell,20,Female,Theater,2.35,"['baking', 'bird watching']",Canada,id_12515,Alberta,Senior
Jose Bird,19,Male,Dance,3.5700000000000003,"['disc golf', 'ice skating']",Canada,id_12516,Ontario,Freshman
Monica Espinoza,23,Female,Microbiology,2.7800000000000002,"['swimming', 'jewelry making']",USA,id_12517,Illinois,Sophomore
Robert Lindsey,18,Male,Computer Engineering,2.88,"['cooking', 'candle making']",USA,id_12518,Washington,Senior
Jennifer Walton,24,Female,Graphic Communication,2.26,"['drawing', 'puzzle solving']",USA,id_12519,Ohio,Sophomore
Christopher Schneider,24,Male,Botany,2.5,"['meditation', 'kickboxing']",USA,id_12520,Michigan,Sophomore
Zachary Martinez,22,Male,Political Science,3.8200000000000003,"['music', 'volunteering']",Canada,id_12521,Ontario,Junior
Christopher Wilson,20,Male,Biomedical Engineering,2.46,"['acting', 'jogging']",USA,id_12522,California,Sophomore
Katherine Black,19,Female,Nursing,3.81,"['weightlifting', 'whittling']",USA,id_12523,Maryland,Junior
Jennifer Hancock,19,Female,Economics,2.5700000000000003,"['roller skating', 'yoga']",USA,id_12524,Wisconsin,Senior
Jason Mccullough,22,Male,Nursing,2.58,"['scuba diving', 'parkour']",Canada,id_12525,Ontario,Sophomore
Joshua Wallace,22,Male,Information Systems,2.76,"['animal rescue', 'spelunking']",USA,id_12526,Michigan,Senior
Jacob Moore,18,Male,Kinesiology,2.58,"['gardening', 'upcycling']",Canada,id_12527,Quebec,Senior
Bobby Nelson,20,Male,Meteorology,3.79,"['web development', 'archery']",Canada,id_12528,Ontario,Junior
Lauren Ritter,23,Female,Neuroscience,2.05,"['collecting (e.g., stamps, coins, comic books)', 'jewelry making']",Canada,id_12529,Alberta,Junior
Chase Mitchell,24,Male,Chemical Engineering,2.89,"['tarot reading', 'numismatics']",Canada,id_12530,Ontario,Junior
Amanda Simon,24,Female,Veterinary Science,3.47,"['scrapbooking', 'upcycling']",Canada,id_12531,British Columbia,Freshman
Seth Evans,22,Male,Forensic Science,3.26,"['traveling', 'dancing']",Canada,id_12532,Ontario,Freshman
Mary Hinton,20,Female,Kinesiology,2.09,"['hiking', 'homebrewing']",Canada,id_12533,Alberta,Sophomore
Joseph Pham,21,Male,Computer Engineering,2.31,"['photography', 'mountain biking']",Canada,id_12534,Quebec,Sophomore
Tamara Martin,22,Female,Physics,3.42,"['baking', 'rafting']",USA,id_12535,Georgia,Freshman
Melissa Myers,23,Female,Anthropology,3.66,"['soap making', 'philanthropy']",USA,id_12536,Kentucky,Junior
Christopher Strong,24,Male,Geology,4.03,"['biking', 'jewelry making']",Canada,id_12537,Ontario,Senior
Gwendolyn Montgomery,20,Female,Veterinary Science,3.12,"['archery', 'tarot reading']",Canada,id_12538,British Columbia,Junior
Todd Moyer,18,Male,Biology,2.54,"['scuba diving', 'philanthropy']",Canada,id_12539,British Columbia,Senior
Mr. John Johnson,20,Male,History,2.45,"['fishing', 'snorkeling']",Canada,id_12540,Alberta,Junior
Jennifer Buchanan,21,Female,Electrical Engineering,3.33,"['flying planes', 'woodworking']",Canada,id_12541,Quebec,Senior
James Johnson,22,Male,Graphic Design,3.39,"['photography', 'candle making']",Canada,id_12542,Ontario,Senior
Andrea Perez,23,Female,Computer Engineering,2.95,"['LARPing', 'meditation']",Canada,id_12543,Nova Scotia,Sophomore
Victoria Little,24,Female,Dance,3.1,"['ice skating', 'leatherworking']",USA,id_12544,Tennessee,Sophomore
Julian Brown,23,Male,Kinesiology,2.89,"['makeup artistry', 'programming']",USA,id_12545,Connecticut,Junior
Katrina Mendoza,22,Female,Social Work,2.04,"['web development', 'birdwatching']",Canada,id_12546,Manitoba,Freshman
Justin Wood,24,Male,Classics,4.2,"['bird training', 'DIY projects']",Canada,id_12547,Quebec,Junior
Jamie Green,20,Female,Criminology,4.02,"['zumba', 'stargazing']",Canada,id_12548,Quebec,Junior
Ashley Blake,23,Female,Sociology,3.32,"['stone carving', 'quilting']",Canada,id_12549,Manitoba,Freshman
Bobby Allen,22,Male,Nursing,3.46,"['stargazing', 'philately']",USA,id_12550,Florida,Freshman
Richard Jackson,20,Male,Economics,2.29,"['disc golf', 'foraging']",Canada,id_12551,Nova Scotia,Junior
Michael Levy,19,Male,Biochemistry,2.2800000000000002,"['hiking', 'LARPing']",USA,id_12552,District of Columbia,Sophomore
Brandon Camacho,21,Male,Computer Engineering,3.23,"['sailing', 'reading']",USA,id_12553,California,Freshman
Taylor Madden,20,Female,Architecture,3.51,"['weightlifting', 'cycling']",USA,id_12554,Tennessee,Junior
Jennifer Anderson,22,Female,Meteorology,3.66,"['magic', 'mountain biking']",USA,id_12555,West Virginia,Freshman
Becky Phillips,18,Female,Graphic Communication,2.45,"['volunteering', 'yoga']",USA,id_12556,Rhode Island,Freshman
Sara Williams,19,Female,Art Therapy,2.37,"['zumba', 'web development']",USA,id_12557,California,Freshman
Justin Combs,22,Male,Environmental Science,2.23,"['fitness training', 'cycling']",USA,id_12558,New Jersey,Sophomore
Brandon Crawford,23,Male,Classics,3.62,"['urban exploration', 'sailing']",Canada,id_12559,Quebec,Sophomore
Cynthia Krueger,22,Female,Art History,3.14,"['knitting', 'stand-up comedy']",USA,id_12560,New York,Senior
Jessica Russell,18,Female,Biology,3.84,"['puzzle solving', 'skydiving']",Canada,id_12561,Ontario,Senior
Derrick Phillips,21,Male,Chemical Engineering,4.14,"['drawing', 'puppetry']",Canada,id_12562,Quebec,Senior
Stephanie Wells,19,Female,Marine Biology,2.01,"['handball', 'disc golf']",USA,id_12563,California,Freshman
Miss Dawn Richardson,21,Female,Business Administration,3.85,"['birdwatching', 'woodworking']",USA,id_12564,Mississippi,Senior
Andrea Welch,19,Female,Microbiology,3.19,"['astronomy', 'tarot reading']",Canada,id_12565,Quebec,Sophomore
Patricia Leach,18,Female,Chemical Engineering,2.4,"['astrology', 'woodworking']",Canada,id_12566,Saskatchewan,Senior
Carol Koch,22,Female,Nutrition Science,2.4,"['traveling', 'photography']",Canada,id_12567,British Columbia,Freshman
Thomas Williams,24,Male,Marine Biology,2.61,"['mountain biking', 'biking']",USA,id_12568,New Jersey,Sophomore
Lori Cross,18,Female,Elementary Education,3.14,"['animation', 'vlogging']",Canada,id_12569,Saskatchewan,Senior
Norman Morris,19,Male,Political Science,2.58,"['puzzle solving', 'gaming']",USA,id_12570,Florida,Sophomore
Lori Graham,20,Female,Microbiology,2.84,"['singing', 'volunteering']",Canada,id_12571,Ontario,Senior
Matthew Sanchez,23,Male,Early Childhood Education,2.59,"['acting', 'tai chi']",USA,id_12572,California,Freshman
Bradley Roberts,24,Male,Aerospace Engineering,2.24,"['gardening', 'skydiving']",Canada,id_12573,Quebec,Senior
Lynn Martin,19,Female,Political Science,2.12,"['birdwatching', 'singing']",USA,id_12574,Missouri,Junior
Lisa Ortega,20,Female,Biomedical Engineering,3.54,"['volunteering', 'programming']",Canada,id_12575,Alberta,Senior
Kayla Hoover,20,Female,Culinary Arts,3.44,"['skiing', 'fashion design']",Canada,id_12576,British Columbia,Junior
Dr. Kevin Jones,20,Male,Elementary Education,3.42,"['candle making', 'astrology']",Canada,id_12577,Alberta,Freshman
Ryan Anderson,24,Male,Environmental Science,3.89,"['volunteering', 'writing']",USA,id_12578,California,Junior
Juan Brock,20,Male,Business Administration,3.7800000000000002,"['singing', 'foraging']",Canada,id_12579,Ontario,Junior
Connor Cruz,21,Male,Economics,3.65,"['zumba', 'snowboarding']",USA,id_12580,Georgia,Senior
Christopher Alvarez,23,Male,Business Administration,3.48,"['homebrewing', 'disc golf']",Canada,id_12581,Ontario,Freshman
Logan Hogan,20,Male,Electrical Engineering,2.87,"['DIY projects', 'table tennis']",Canada,id_12582,Quebec,Freshman
Megan Underwood,22,Female,Economics,2.6,"['calligraphy', 'fitness training']",USA,id_12583,Illinois,Sophomore
Douglas Reyes,22,Male,Criminology,3.35,"['baking', 'digital art']",USA,id_12584,Kansas,Sophomore
Anthony Watts,21,Male,Elementary Education,2.03,"['leatherworking', 'digital art']",Canada,id_12585,Nova Scotia,Sophomore
Carol Miller,24,Female,Environmental Science,3.23,"['pottery', 'web development']",Canada,id_12586,Quebec,Sophomore
Phillip Park,21,Male,Nuclear Engineering,4.03,"['LARPing', 'astrology']",USA,id_12587,Florida,Sophomore
Alison Mills,24,Female,Classics,2.3,"['geocaching', 'digital art']",USA,id_12588,New Jersey,Freshman
Julie Kelley,19,Female,Drama,3.16,"['disc golf', 'swimming']",USA,id_12589,New York,Sophomore
Tammy Gregory,20,Female,Nursing,3.03,"['scuba diving', 'board games']",USA,id_12590,Texas,Sophomore
Timothy Eaton,18,Male,Anthropology,3.87,"['painting', 'archery']",Canada,id_12591,Quebec,Sophomore
Thomas Mason,24,Male,Linguistics,3.0,"['knitting', 'collecting (e.g., stamps, coins, comic books)']",Canada,id_12592,Ontario,Junior
Hunter Bailey,20,Male,Art History,3.8,"['video editing', 'foraging']",USA,id_12593,Florida,Freshman
Sharon Hernandez,21,Female,Graphic Design,2.54,"['puzzle solving', 'numismatics']",Canada,id_12594,Ontario,Sophomore
William Nunez,21,Male,Nursing,3.42,"['yoga', 'stone carving']",Canada,id_12595,British Columbia,Junior
Kirsten Lane,23,Female,Nutrition Science,2.64,"['wine tasting', 'kayaking']",USA,id_12596,Iowa,Freshman
Paul Garcia,19,Male,Kinesiology,3.84,"['cooking', 'music']",Canada,id_12597,Ontario,Senior
Lee Johnson,22,Male,Drama,3.29,"['fishing', 'roller skating']",USA,id_12598,Minnesota,Sophomore
Mary Lee,18,Female,Mathematics,3.7,"['pottery', 'windsurfing']",Canada,id_12599,Ontario,Sophomore
Ruben Mason,18,Male,Biology,2.86,"['table tennis', 'LARPing']",USA,id_12600,Florida,Junior
Deborah Vega,19,Female,Architecture,2.62,"['soap making', 'rock climbing']",Canada,id_12601,Ontario,Sophomore
Marc Haynes,21,Male,Dentistry,2.08,"['callisthenics', 'leatherworking']",USA,id_12602,Pennsylvania,Junior
Paul Leon,23,Male,Graphic Communication,2.6,"['painting', 'programming']",USA,id_12603,Pennsylvania,Junior
Daniel Douglas,22,Male,Biochemistry,2.71,"['sports', 'biking']",USA,id_12604,Virginia,Freshman
Jesse Williams,21,Male,Aerospace Engineering,2.17,"['water polo', 'zumba']",Canada,id_12605,Ontario,Freshman
Christopher Hunter,18,Male,Business Administration,2.92,"['cosplay', 'jogging']",Canada,id_12606,Ontario,Senior
Sarah York,21,Female,Business Administration,2.44,"['dodgeball', 'snowboarding']",USA,id_12607,Virginia,Sophomore
Eric Reyes,19,Male,Neuroscience,4.0,"['rafting', 'bird training']",USA,id_12608,Tennessee,Senior
Victor Krueger,18,Male,Molecular Biology,3.49,"['tarot reading', 'foraging']",Canada,id_12609,Manitoba,Junior
David Stone,18,Male,Nuclear Engineering,3.17,"['archery', 'numismatics']",USA,id_12610,Washington,Sophomore
Vanessa Guzman,23,Female,Classics,2.7199999999999998,"['hiking', 'baking']",Canada,id_12611,British Columbia,Junior
Maurice Wallace,19,Male,Marketing,2.95,"['philately', 'reading']",USA,id_12612,Florida,Senior
Christopher White,20,Male,Ecology,3.22,"['astronomy', 'card games']",Canada,id_12613,Ontario,Senior
Brooke Blevins,24,Female,Linguistics,2.64,"['swimming', 'dancing']",USA,id_12614,Maryland,Senior
William Berry,22,Male,Accounting,2.05,"['animal rescue', 'puppetry']",USA,id_12615,Ohio,Junior
Matthew Rios,23,Male,Classics,2.79,"['board games', 'astronomy']",Canada,id_12616,Quebec,Junior
Valerie Castillo,24,Female,Information Systems,4.22,"['skiing', 'astrology']",USA,id_12617,New York,Freshman
Lori Hansen,18,Female,Marketing,3.46,"['fitness training', 'graphic design']",Canada,id_12618,British Columbia,Sophomore
Ryan Jones,20,Male,Marine Biology,2.42,"['homebrewing', 'rafting']",Canada,id_12619,Ontario,Freshman
Teresa Snow DDS,20,Female,Neuroscience,2.36,"['scrapbooking', 'philately']",USA,id_12620,Florida,Freshman
Jose Walker,21,Male,Mechanical Engineering,3.06,"['DIY projects', 'camping']",Canada,id_12621,British Columbia,Sophomore
Angela Grimes,19,Female,Mathematics,4.19,"['spelunking', 'puzzle solving']",USA,id_12622,Maryland,Senior
Maria Bennett,22,Female,Hospitality Management,2.05,"['windsurfing', 'zumba']",USA,id_12623,New York,Senior
Anthony Kelly,23,Male,Forensic Science,4.02,"['DIY projects', 'fishing']",Canada,id_12624,Ontario,Senior
Michael Mccarthy,22,Male,Public Health,3.92,"['upcycling', 'archery']",USA,id_12625,Michigan,Freshman
Elizabeth Martin,19,Female,Kinesiology,3.09,"['model building', 'jogging']",USA,id_12626,Mississippi,Junior
David Kelley,19,Male,Computer Engineering,3.3,"['web development', 'surfing']",Canada,id_12627,Ontario,Senior
Vincent Short,24,Male,Botany,4.11,"['biking', 'baking']",USA,id_12628,Massachusetts,Freshman
Sarah Mosley,21,Female,Art Therapy,2.3,"['horseback riding', 'martial arts']",Canada,id_12629,Ontario,Freshman
John Moran,21,Male,Electrical Engineering,2.61,"['bird training', 'puzzle solving']",Canada,id_12630,Quebec,Sophomore
Roberto Myers,22,Male,Meteorology,3.02,"['painting', 'zumba']",Canada,id_12631,Ontario,Junior
Matthew Cordova,20,Male,Computer Science,2.3,"['podcasting', 'scrapbooking']",USA,id_12632,Pennsylvania,Senior
Tamara Hill,21,Female,Culinary Arts,2.33,"['urban exploration', 'rafting']",USA,id_12633,Connecticut,Sophomore
Steven Duarte,19,Male,English Literature,2.44,"['dancing', 'wine tasting']",Canada,id_12634,Quebec,Freshman
Cody Vazquez,18,Male,Accounting,2.1,"['surfing', 'whittling']",Canada,id_12635,Ontario,Senior
Tamara Taylor,22,Female,Nutrition Science,3.02,"['digital art', 'snowboarding']",USA,id_12636,Washington,Sophomore
